wilderness,wildernessFull,photoCategory,photographerCategory,age,photo,title,titleFull,photographer,photographerLocation,text,photoInfo,winnerType,thumbnailPosition,lat,long,photoURL
terror,"Tracy Arm-Ford's Terror Wilderness, Alaska",Wildlife,Pro,null,76_RichardHebhardt_HarborSeal_AK.jpg,Harbor Seal,"Harbor Seal, <em>Phoca vitulina</em>",Richard Hebhardt,"Juneau, Alaska","<p>I had traveled up Tracy Arm fjord on a previous occasion, but was struck this cold, wet summer day by the abundance of ice choking its upper reaches near to the face of South Sawyer Glacier. Steadying myself against the railing of our vessel&mdash;a task made difficult by the swells caused by the calving of this tidewater glacier only minutes before&mdash;I captured this image of a harbor seal that suddenly emerged from the ice. Before diving out of sight, the seal drifted along with us, apparently unaffected by our presence.</p>",Nikon D800E; 28-300mm f/3.5-5.6 lens at 300mm; f/9 at 1/200; ISO 200; hand-held. ,Honorable Mention,center,57.439,-133.001,http://storymaps.esri.com/stories/2014/wilderness-photos/resources/images/contest-photos/small/76_RichardHebhardt_HarborSeal_AK.jpg
threeSisters,"Three Sisters Wilderness, Oregon",Scenic Landscape,Student,18,23_ThomasGoebel_StudentWinner_ProxyFalls_OR.jpg,Proxy Falls,Proxy Falls,Thomas Goebel,"Jensen Beach, Florida","<p>After taking a wrong turn and hiking to the wrong waterfall, I was anxious to get back on the trail to Proxy Falls the next day. As we arrived at the base of the waterfall, I was speechless. The sheer size and power of this waterfall was truly amazing. The moss that surrounded the falls seemed to glow. As a photographer, I strive to portray the world as I see it so that I may share it with others. This location, however, was a challenge to capture through my lens. This gem is one that you must see for yourself.</p>",Canon 60D; Tamron 18-270 lens at 23mm; Polarizer filter; 1 sec at f/10; ISO 100; Manfrotto 290 tripod and 496RC2 head.,Winner,center,44.0412,-121.9,http://storymaps.esri.com/stories/2014/wilderness-photos/resources/images/contest-photos/small/23_ThomasGoebel_StudentWinner_ProxyFalls_OR.jpg
threeSisters,"Three Sisters Wilderness, Oregon",Scenic Landscape,Pro,null,82_JustinReznick_ProxyFallsRainbow_OR.jpg,Proxy Falls,Proxy Falls,Justin Reznick,"Bothell, Washington","<p>My first visit to Proxy Falls proved to be incredibly challenging due to the immense spray that occurs in June. The light was difficult as well, with direct light striking the falls. I decided to explore, and hiked to the side of the waterfall. The late afternoon light that had previously been an obstacle now proved to be the key element creating the rainbows&mdash;thus giving me a unique image of this incredible waterfall.</p>","Canon EOS 7D, EF-S 10-22mm f/3.5-4.5 USM shot at 20mm; B+W Polarizer; 1.6 sec at f/16; ISO 400; Gitzo 3541XLS tri- pod; Acratech GV2 head. ",Honorable Mention,center,44.0412,-121.9,http://storymaps.esri.com/stories/2014/wilderness-photos/resources/images/contest-photos/small/82_JustinReznick_ProxyFallsRainbow_OR.jpg
wrangell,"Wrangell-Saint Elias Wilderness, Alaska",Scenic Landscape,Amateur,null,85_PatrickGregerson_FlightoverWrangell_AK.jpg,Flight over Wilderness,Flight over Wilderness,Patrick Gregerson,"Arlington, Virginia","<p>The only way to grasp the vastness of Wrangell-Saint Elias Wilderness is to take to the air. Viewing the mountains, glaciers, and ice fields through a small window in a loud and vibrating nine-seater airplane isn&rsquo;t conducive to getting clear photos, but I had to try. There were thick clouds for much of the flight, but as the skies cleared, I was able to get this photo of the glacier coming down from the mountains and emptying into a glacial lake. The surrounding snow-capped peaks and extensive glaciers really demonstrate the essence of this magnificent wilderness.</p>",Canon Rebel XTi; EF-S 18-200mm f/3.5-5.6 IS USM lens; 1/250 sec at f/10; ISO 100; hand-held. ,Honorable Mention,center,60.9892,-143.443,http://storymaps.esri.com/stories/2014/wilderness-photos/resources/images/contest-photos/small/85_PatrickGregerson_FlightoverWrangell_AK.jpg
yosemite,"Yosemite Wilderness, California",Scenic Landscape,Pro,null,27_WilliamPatino_ValleyOfSolace_CA.jpg,Valley of Solace,Valley of Solace,William Patino,"Wollongong, NSW, Australia","<p>In July 2013, I was fortunate to visit Yosemite National Park with my wife. Coming all the way from Australia, I really wanted to walk away with a memorable photograph that captured the timeless beauty of the park. I was immediately taken by the grand scale and power of the valley, and knew why so many people have fallen in love with this place.   My first sunrise, I walked along the Merced River. I was delighted to see golden light spreading across the trees and glass-like water reflecting the monolithic mountains. All was silent except for the sound of trickling water. The moment I pressed the shutter, I knew I had captured a moment I would never forget.  </p>",Canon 5D MKII; 17-40mm f/4 lens at 17mm; 2 secs at f/14; 2nd exp. at 1/4 sec; ISO 100; Vanguard ABEO tripod; ball head.,Honorable Mention,left,37.9734,-119.599,http://storymaps.esri.com/stories/2014/wilderness-photos/resources/images/contest-photos/small/27_WilliamPatino_ValleyOfSolace_CA.jpg
yosemite,"Yosemite Wilderness, California",Most Inspirational Moment,Amateur,null,38_JosephFronteras_FireFall_Yosemite_CA.jpg,The Natural Firefall,The Natural Firefall,Joseph Fronteras,"Visalia, California","<p>The &ldquo;Natural Firefall&rdquo; is an amazing event in Yosemite National Park that one can witness in mid-to-late February. The firefall effect is caused by the setting sun illuminating Horsetail Falls, but this natural phenomenon is ephemeral and can only be witnessed when the right conditions are met. The Horsetail Falls has to be flowing, meaning there must be enough snowpack to feed the waterfall. The temperature must be high enough to melt this snowpack. The western sky must be clear at sunset. And finally, the viewer must observe the event from the correct angle.</p>",Canon 5D Mark II; EF85 mm f/1.8 USM; 1/4 sec at f/22; ISO 160; Manfrotto tripod and head.,Honorable Mention,top,37.9734,-119.599,http://storymaps.esri.com/stories/2014/wilderness-photos/resources/images/contest-photos/small/38_JosephFronteras_FireFall_Yosemite_CA.jpg
yosemite,"Yosemite Wilderness, California",Scenic Landscape,Pro,null,84_NickCarver_ElCapitan_CA.jpg,El Capitan and Merced River at Sunset,El Capitan and Merced River at Sunset,Nick Carver,"Irvine, California","<p>In February 2007, an unusually arid winter had left Yosemite National Park bone-dry and all but devoid of snow. I had planned a trip to the valley with hopes of photographing a winter wonderland blanketed in fresh powder, but I adjusted my expectations upon seeing a snowless&mdash;but still gorgeous&mdash;valley. After a couple days scouting the area, I laid claim to a spot along the rocky edge of the Merced River at Valley View. With my composition honed in and two graduated neutral density filters on my lens, I waited for the sunset light to reach its peak color.</p>",Canon EOS 5D; EF 16-35mm f/2.8L at 22mm; Singh-Ray Galen Rowell 3-stop Hard Transition Split ND filter; Cokin P filter holder; 1.6 secs at f/20; ISO 125; Gitzo Explorer tripod; Really Right Stuff BH-55 head. ,Honorable Mention,top,37.9734,-119.599,http://storymaps.esri.com/stories/2014/wilderness-photos/resources/images/contest-photos/small/84_NickCarver_ElCapitan_CA.jpg
yosemite,"Yosemite Wilderness, California",Scenic Landscape,Pro,null,89_WeizhongDeng_Yosemite_CA.jpg,Untitled,Untitled,Weizhong Deng,Singapore,"<p>I didn&rsquo;t have much time for photography before catching my long flight back home, and to my disappointment, the sun was obscured throughout the day. A sporadic drizzle fell until early evening. Anticipating that there might be sudden weather changes, I pushed my luck. I set up my equipment and waited. As the sun slowly drifted toward the horizon, the clouds parted at the right instant. The sun&rsquo;s intense golden rays shone on the scene before me, only to disappear a few moments later. I was ecstatic to have captured my dream shot.</p>",Nikon D700; AF-S 24-70mm f/2.8G ED at 34mm; Singh Ray Gradual Neutral Density 3-stop filter; 1/13 sec at f/11; ISO 200; Gitzo GT1541T tripod; Markins Q3-Tr head. ,Honorable Mention,center,37.9734,-119.599,http://storymaps.esri.com/stories/2014/wilderness-photos/resources/images/contest-photos/small/89_WeizhongDeng_Yosemite_CA.jpg
zion,"Zion Wilderness, Utah",Most Inspirational Moment,Amateur,null,43_GregTucker_AmWinner_TheWatchman_Zion_UT.jpg,Fading Sunset over the Watchman,Fading Sunset over the Watchman,Greg Tucker,"Los Angeles, California","<p>Truthfully, the most challenging aspects of creating this image at this iconic Zion National Park location were finding available tripod space and elbow room amongst the other enthusiastic photographers, and avoiding the steady flow of vehicle traffic passing uncomfortably close behind. There was about a three-minute window when there was still color in the background sky while last rays of the setting sun illuminated the distant Watchman peak. I had attempted to photograph this scene on numerous previous occasions, but the conditions had never fallen into place so perfectly before.</p>",Nikon D300S; 18-200mm lens at 22mm; 2 sec at f/16; ISO 200; Gitzo 1228 tripod; Kirk ball head.,Winner,top,37.2831,-113.006,http://storymaps.esri.com/stories/2014/wilderness-photos/resources/images/contest-photos/small/43_GregTucker_AmWinner_TheWatchman_Zion_UT.jpg
zion,"Zion Wilderness, Utah",Most Inspirational Moment,Student,18,47_ThomasGoebel_ZionNarrows_UT.jpg,The Narrows,The Narrows,Thomas Goebel,"Jensen Beach, Florida","<p>I was not quite prepared for just how different the landscape of Zion National Park would be from that of my native Florida. The hike through the Narrows was like nothing I have ever done before. These narrow canyons have a reputation for frequent flash floods, yet I could not pass up the opportunity to experience their beauty. Using dry suits to avoid the freezing water, my father, uncle, and I made our way through the raging Virgin River. The sun created beautiful reflected light cast through the canyon, allowing me to capture this image.</p>",Canon 60D; Tokina 12-24mm lens at 12mm; Polarizer filter;  1/2 sec at f/9; ISO 100; Manfrotto 290 tripod with 496RC2 head.,Honorable Mention,center,37.2831,-113.006,http://storymaps.esri.com/stories/2014/wilderness-photos/resources/images/contest-photos/small/47_ThomasGoebel_ZionNarrows_UT.jpg
